Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,N/A,All Events,N/A,N/A,30000,18,1666.667,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,SSC-H,28729,18,1596.056,95.763,95.763,495095,122870,472969,112405,465790,105441,161640.96,49547.45,32.65,40.32,164073.41,37852.26,34.69,33.67
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12758,18,708.778,42.527,99.961,435622,444623,429385,433037,447486,408648,118996.27,136878.65,27.32,30.79,128052.16,148003.51,29.82,34.18
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-A,12763,18,709.056,42.543,42.543,435652,444727,429474,433145,447486,408648,118991.10,136968.00,27.31,30.80,128092.19,148104.32,29.83,34.19
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,BL1-H,,12758,18,708.778,42.527,42.527,5597,N/A,5069,N/A,5974,N/A,2847.53,N/A,50.87,N/A,2349.92,N/A,46.36,N/A
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-W,12763,18,709.056,42.543,44.425,435652,83,429474,82,447486,86,118991.10,6.83,27.31,8.24,128092.19,7.41,29.83,9.04
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,FSC-W,28729,18,1596.056,95.763,95.763,495095,119,472969,95,465790,86,161640.96,69.44,32.65,58.57,164073.41,20.76,34.69,21.85
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,N/A,All Events,N/A,N/A,30000,50,600.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,SSC-H,28485,50,569.700,94.950,94.950,522806,132105,503732,123489,451735,119759,157171.97,48099.40,30.06,36.41,161671.60,38838.19,32.09,31.45
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14835,50,296.700,49.450,100.000,461323,480558,457851,472279,441361,463540,110452.88,130212.27,23.94,27.10,120059.46,144141.33,26.22,30.52
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-A,14835,50,296.700,49.450,49.450,461323,480558,457851,472279,441361,463540,110452.88,130212.27,23.94,27.10,120059.46,144141.33,26.22,30.52
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,BL1-H,,14835,50,296.700,49.450,49.450,5418,N/A,5026,N/A,5653,N/A,2487.31,N/A,45.91,N/A,2167.56,N/A,43.13,N/A
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-W,14835,50,296.700,49.450,52.080,461323,86,457851,86,441361,86,110452.88,6.81,23.94,7.91,120059.46,7.41,26.22,8.62
NA,TrunV-0Pi-TS,0min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,FSC-W,28485,50,569.700,94.950,94.950,522806,105,503732,94,451735,86,157171.97,39.79,30.06,37.86,161671.60,14.83,32.09,15.77
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,N/A,All Events,N/A,N/A,30000,18,1666.667,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,,cell,FSC-H,SSC-H,28563,18,1586.833,95.210,95.210,486979,126890,464203,114388,424957,109591,166414.26,53058.61,34.17,41.81,173656.93,41195.52,37.41,36.01
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12779,18,709.944,42.597,99.906,429290,438743,419492,423068,457740,412811,123724.20,141559.84,28.82,32.26,132418.42,151538.03,31.57,35.82
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,,single cell,FSC-H,FSC-A,12791,18,710.611,42.637,42.637,429445,439084,419565,423157,457740,412811,123828.36,142003.32,28.83,32.34,132510.34,151652.19,31.58,35.84
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,,CTA1-GFP,BL1-H,,12779,18,709.944,42.597,42.597,2049,N/A,1808,N/A,1272,N/A,1193.64,N/A,58.26,N/A,894.01,N/A,49.45,N/A
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,,single cell,FSC-H,FSC-W,12791,18,710.611,42.637,44.782,429445,83,419565,82,457740,86,123828.36,6.99,28.83,8.44,132510.34,7.41,31.58,9.04
NA,TrunV-0Pi-TS,0min-0Pi,yH324-2V.fcs,yH324-2V,Experiment,None,,cell,FSC-H,FSC-W,28563,18,1586.833,95.210,95.210,486979,117,464203,95,424957,87,166414.26,67.39,34.17,57.83,173656.93,20.76,37.41,21.85
NA,TrunV-0Pi-TS,0min-0Pi,yH325-2V.fcs,yH325-2V,Experiment,None,N/A,All Events,N/A,N/A,30000,19,1578.947,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
