Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,N/A,All Events,N/A,N/A,30000,27,1111.111,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,SSC-H,27049,27,1001.815,90.163,90.163,544307,147012,528601,138402,463878,127989,159372.99,50292.50,29.28,34.21,165834.74,40835.25,31.37,29.50
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12589,27,466.259,41.963,100.000,481979,500935,478282,495887,459852,435217,117570.48,137706.08,24.39,27.49,119601.34,145583.90,25.01,29.36
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-A,12589,27,466.259,41.963,41.963,481979,500935,478282,495887,459852,435217,117570.48,137706.08,24.39,27.49,119601.34,145583.90,25.01,29.36
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,CTA1-GFP,BL1-H,,12589,27,466.259,41.963,41.963,8801,N/A,8258,N/A,8987,N/A,3652.91,N/A,41.50,N/A,3203.90,N/A,38.80,N/A
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,single cell,FSC-H,FSC-W,12589,27,466.259,41.963,46.541,481979,86,478282,85,459852,87,117570.48,7.13,24.39,8.33,119601.34,7.41,25.01,8.72
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH298.fcs,CTA1-GFP-yH298,Experiment,None,,cell,FSC-H,FSC-W,27049,27,1001.815,90.163,90.163,544307,113,528601,97,463878,87,159372.99,54.02,29.28,47.96,165834.74,19.27,31.37,19.87
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,N/A,All Events,N/A,N/A,30000,32,937.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,cell,FSC-H,SSC-H,26785,32,837.031,89.283,89.283,553203,148375,535557,138427,467946,130116,157557.45,50636.03,28.48,34.13,170235.09,41449.05,31.79,29.94
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12105,32,378.281,40.350,99.975,485956,507272,476873,496370,471939,476095,113168.97,134275.25,23.29,26.47,118673.23,145162.85,24.89,29.24
NA,TrunV-0Pi-TS-R3,30min-0Pi,CTA1-GFP-yH299.fcs,CTA1-GFP-yH299,Experiment,None,,single cell,FSC-H,FSC-A,12108,32,378.375,40.360,40.360,486003,507372,476887,496409,471939,476095,113194.77,134413.95,23.29,26.49,118753.29,145131.71,24.90,29.24
